Keyword,Reason-to_Flag,Country_Code,Valid_Country_Codes,Country,Compliance _Region
New*Release,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
New*Sale,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
new*Strange,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
New*Style,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
New*Style*Sexiest,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
New*Stylish,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
New*Trendy,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Newest fashion,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Newest_fashion,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Newest-fashion,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Newest*fashion,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
NewFashion,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
NewFashion,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
NewFashion,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
NewFashion,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Newton,Trademark Terms,ALL,,,
Nexcare acne patch,Unapproved New Drugs - not allowed,ALL,,,
Nexgard,Prescription Veterinary Products and Ingredients - cannot be sold,ALL,,,
NexGen supplements and topicals,Prohibited Supplement Products,ALL,,,
Nexium,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Nextime emergency contraceptive,Unapproved New Drugs - not allowed,ALL,,,
NG-Rx,"Products that have been the Subject of Criminal Enforcement, Injunctions, Seizures or Warning Letters",ALL,,,
NgamrahongTee,Tainted Products,ALL,,,
NGU,Prohibited Claim,ALL,,,
Niacin,"Int'l - UK, IT, FR prohibits (daily concentration > 50μg (micrograms) or 2000 IU) - Supplements ",EU,,,
Niacin,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 35 mg,BR,,,
niacin,BfR recommends a maximum dose of 160 milligrams (mg) per day - Supplements,DE,,,
niacin,The sale of dietary supplements containing more than 50mg nicotinic acid (niacin) is prohibited on Amazon UK,UK,,,
niacina,IT Maximum daily allowance = 54 mg. Source: Italian Ministry of Health (Sept 2021),IT,,,
niacina,IT Maximum daily allowance = 54 mg. Source: Italian Ministry of Health (Sept 2021),EU,,,
Niaspan,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Nice To Wear,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Nice_To_Wear,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Nice-To-Wear,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Nice*To*Wear,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Nickel (Metallic),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nickel acetate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nickel carbonate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nickel carbonyl,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nickel compounds,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nickel hydroxide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nickel oxide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nickel subsulfide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nickelocene,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nicomorphine,Restricted Ingredient,ALL,,,
Nicotiana glauca,Int'l Brazil - Prohibited Ingredient,BR,,,
Nicotiana tabacum,Int'l Brazil - Prohibited Ingredient,BR,,,
nicotinamide,The sale of dietary supplements containing more than 500mg nicotinamide is prohibited on Amazon UK,UK,,,
Nicotinamide,UK Safe Upper Level (Voluntary guideline based on EVM 2003 report) = 500mg. Source: Section 2.2 https://www.gov.uk/government/publications/nutrition-legislation-information-sources/nutrition-legislation-information-sheet--2 ,UK,,,
nicotinamide mononucleotide,Nicotinamide mononucleotide (NMN) is prohibited for sale starting 03/13/2023,US,,,
Nicotinamide supplements,Int'l - Ireland prohibits,UK,,,
Nicotine,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nicotinic Acid,"Int'l - UK, IT, FR prohibits (daily concentration > 50μg (micrograms) or 2000 IU )",EU,,,
nicotinic acid,The sale of dietary supplements containing more than 50mg nicotinic acid (niacin) is prohibited on Amazon UK,UK,,,
nicotinic amide,Int'l - Ireland prohibits,UK,,,
Nifedipine,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Night Bullet,Sexual Enhancement Products - prohibited,ALL,,,
Night Man,Prohibited Supplement Products,ALL,,,
Night Rider,Sexual Enhancement Products - prohibited,ALL,,,
Night Shift,Trademark Terms,ALL,,,
Nikethamide,Restricted Ingredient,ALL,,,
Nimodipine,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nine Slim dietary supplements,Prohibited Supplement Products,ALL,,,
Ninja-X,Prohibited Supplement Products,ALL,,,
Nintendo,Trademark Terms,ALL,,,
Niridazole,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nite Rider,Prohibited Supplement Products,ALL,,,
Nite Rider Maximum,Sexual Enhancement Products - prohibited,ALL,,,
Nitrapyrin,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitric Acid,Prohibited Supplement Ingredients,ALL,,,
Nitric Blast,Known Prohibited Products,ALL,,,
Nitricum acidum,Prohibited Supplement Ingredients,ALL,,,
Nitrilotriacetic acid,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
"Nitrilotriacetic acid, trisodium salt monohydrate","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrobenzene,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitroethane,"""List I"" chemicals or their derivatives as designated by the Drug Enforcement Administration (DEA)",ALL,,,
Nitrofen,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrofen (technical grade),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrofurantoin,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrofurazone,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrogen monoxide,Int'l - Canada prohibits,CA,,,
Nitrogen monoxide,Int'l - UK Restrictions - no internal use; external 20.0% and below,UK,,,
Nitrogen mustard (Mechlorethamine),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrogen mustard hydrochloride (Mechlorethamine hydrochloride),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrogen mustard N-oxide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrogen mustard N-oxide hydrochloride,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitromethane,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrous oxide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Nitrous oxide,Int'l - Canada prohibits,CA,,,
Niu Mo Wang 'Bull Monster' tablets,Prohibited Supplement Products,ALL,,,
Niubian,Sexual Enhancement Products - prohibited,ALL,,,
NLV,CDC Diseases - analyze to see if this is a claim,ALL,,,
NMN,Nicotinamide mononucleotide (NMN) is prohibited for sale starting 03/13/2024,US,,,
No Chinese,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
No shipping costs,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
No_shipping_costs,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
No-shipping-costs,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
No*shipping*costs,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Nocardia asteroides,CDC Diseases - analyze to see if this is a claim,ALL,,,
Nocardiosis,CDC Diseases - analyze to see if this is a claim,ALL,,,
"Non-chlorine Shock","Pesticide labeling claims related to swimming pools, spas, and hot tubs",ALL,,,
Non-Polio,CDC Diseases - analyze to see if this is a claim,ALL,,,
Non-Polio Enterovirus,CDC Diseases - analyze to see if this is a claim,ALL,,,
None Chinese,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Nongonococcal Urethritis,Diseases - analyze to see if this is a claim,ALL,,,
Nongonococcal Urethritis (NGU),Diseases - analyze to see if this is a claim,ALL,,,
Noopept,Unapproved New Drugs - not allowed,ALL,,,
Nopal Blood Sugar,Prohibited Supplement Products,ALL,,,
Noracetildenafil,Sexual Enhancement Ingredients - prohibited,ALL,,,
Norboletone,Restricted Ingredient,ALL,,,
Norclostebol,Restricted Ingredient,ALL,,,
Norditropin,Growth Hormones - not allowed to be sold,ALL,,,
Norditropin Simplexx,Tainted Products,ALL,,,
Norethandrolone,Restricted Ingredient,ALL,,,
Norethisterone (Norethindrone),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Norethisterone (Norethindrone) /Ethinyl estradiol,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Norethisterone (Norethindrone) /Mestranol,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Norethisterone acetate (Norethindrone acetate),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Norethynodrel,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Norfenefrine,Restricted Ingredient,ALL,,,
Norfenfluramine,Restricted Ingredient,ALL,,,
Norfloxacin,Prescription Antibiotics cannot be sold,ALL,,,
"Norfloxacin/Lexinor, Noroxin, Quinabic, Janacin",Prescription Antibiotics cannot be sold,ALL,,,
