Keyword,Reason-to_Flag,Country_Code,Valid_Country_Codes,Country,Compliance _Region
Vaginal,Unathorised Supplement claim - categorised as prohibited Pharmacy/Medicinal ,UK,,,
Vaginal Cancer,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vaginal Candidiasis,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vaginosis,CDC Diseases - analyze to see if this is a claim,ALL,,,
Valerian root,Int'l - Ireland prohibits,UK,,,
Valeriana,Int'l UAE - banned ingredient,UAE,,,
Valeriana officinalis,Int'l - Ireland prohibits - root,UK,,,
Valeriana officinalis L.,Int'l UAE - banned ingredient,UAE,,,
Validado,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""",ES,,,
Validated,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""",ALL,,,
Validé,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""",FR,,,
Validiert,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""",DE,,,
Validol,Prescription Antibiotics cannot be sold,ALL,,,
Valine,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 3600 mg,BR,,,
Valisone,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Valium,"Controlled Substance - not allowed to sell, claim to neutralize or replace",ALL,,,
Valley Fever,CDC Diseases - analyze to see if this is a claim,ALL,,,
Valnac,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Valproate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Valproate (Valproic acid),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Valproic acid,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Valsartan,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Valtrex,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Valtropin,Growth Hormones - not allowed to be sold,ALL,,,
value not found,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
value_not_found,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
value-not-found,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
value*not*found,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Vampire Blood,Illegal Drugs/Narcotics - not allowed to be sold,ALL,,,
Vanadium,Int'l - All of EU - Prohibited Ingredient,EU,,,
Vanadium pentoxide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vanadium pentoxide (orthorhombic crystalline form),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vancomycin,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vancomycin-Intermediate/Resistant Staphylococcus aureus Infections,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vancomycin-resistant Enterococci,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vancomycin-resistant enterococcus,Prohibited Claim,ALL,,,
Vanilla Sky,Bath Salts/Plant Food,US,,,
Vanish containing BMPEA by Pro Supps,Prohibited Supplement Products,ALL,,,
Vantin,Prescription Antibiotics cannot be sold,ALL,,,
Vaporizers,Drug Paraphernalia not allowed to be sold,ALL,,,
Vardenafil,Sexual Enhancement Ingredients - prohibited,ALL,,,
Variac,Trademark Terms,ALL,,,
Varicella,CDC Diseases - analyze to see if this is a claim,ALL,,,
Varicella Zoster,CDC Diseases - analyze to see if this is a claim,ALL,,,
Varicella-Zoster,CDC Diseases - analyze to see if this is a claim,ALL,,,
Variola,CDC Diseases - analyze to see if this is a claim,ALL,,,
Variola Major,CDC Diseases - analyze to see if this is a claim,ALL,,,
Variola Minor,CDC Diseases - analyze to see if this is a claim,ALL,,,
Various Colors,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various colors,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various colors Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various Colors by Mammoth Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various Colours,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various colours,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various Colours Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various colours by Mammoth Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various Lengths available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_Colors,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_Colors_Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_Colors_by_Mammoth_Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_Colours,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_colours,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_Colours_Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_colours_Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_Colours_by_Mammoth_Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_colours_by_Mammoth_Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various_Lengths_available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-Colors,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-Colors-Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-Colors-by-Mammoth-Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-Colours,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-colours,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-Colours-Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-colours-Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-Colours-by-Mammoth-Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-colours-by-Mammoth-Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various-Lengths-available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*Colors,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*Colors*Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*Colors*by*Mammoth*Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*Colours,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*colours,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*Colours*Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*colours*Available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*Colours*by*Mammoth*Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*colours*by*Mammoth*Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Various*Lengths*available,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Vase vine,Int'l - Ireland prohibits - root,UK,,,
Vaseline,Trademark Terms,ALL,,,
VasoprophinRX,Sexual Enhancement Products - prohibited,ALL,,,
Vatsanabha,Int'l - Canada Restrictions - Upper limit: 30.0 mg/24hrs,CA,,,
Vatsanabha,Int'l - UK prohibits,UK,,,
Vaxitrol,Sexual Enhancement Products - prohibited,ALL,,,
vCJD,CDC Diseases - analyze to see if this is a claim,ALL,,,
Velcro,Trademark Terms,ALL,,,
Velocity Engine,Trademark Terms,ALL,,,
Velocity XT,Known Prohibited Products,ALL,,,
VelocityXT,Tainted Products,ALL,,,
Velosef,Prescription Antibiotics cannot be sold,ALL,,,
Vengeance by UG Pharma,Prohibited Supplement Products,ALL,,,
Venlafaxine Hydrochloride,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Venom hyperdrive,Ephedra Products - not allowed to be sold,ALL,,,
Venom Hyperdrive 3.0,Prohibited Supplement Products,ALL,,,
Venom Hyperdrive 3.0 - sibutramine,Prohibited Supplement Products,ALL,,,
Venom Hyperdrive 3.0 – sibutramine,Prohibited Supplement Products,ALL,,,
Ventolin HFA,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Verapamil SR,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Veratrum album,Int'l - UK prohibits,UK,,,
Veratrum viride,Int'l - UK prohibits,UK,,,
Veratrum viride Aiton,Int'l - Ireland prohibits,UK,,,
Verect,Sexual Enhancement Products - prohibited,ALL,,,
Verordnung,Do not reference regulations or directives that are mandatory for that product category. This is invalid claim. ,DE,,,
verruga peruana,CDC Diseases - analyze to see if this is a claim,ALL,,,
VERSA-1 - aegelineloss,Prohibited Supplement Products,ALL,,,
VERSA-1 – aegelineloss,Prohibited Supplement Products,ALL,,,
very comfortable,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Very Mild Black Salve,Unapproved Remedies for Cancer,ALL,,,
Very Mild Deep Tissue Salve Mix DMSO,Unapproved Remedies for Cancer,ALL,,,
very_comfortable,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
very-comfortable,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
very*comfortable,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Veterinarian,Int'l - Ireland prohibits,UK,,,
Veterinary,Products that require a prescription or a medical professional's supervision or direction for their use - not allowed,ALL,,,
Vetsin,Trademark Terms,ALL,,,
VHF,CDC Diseases - analyze to see if this is a claim,ALL,,,
Via Xtreme Ultimate,Sexual Enhancement Products - prohibited,ALL,,,
ViaFem,Prohibited Supplement Products,ALL,,,
Viagra,Prescription Drugs & Ingredients - cannot be sold|Sexual Enhancement Products - prohibited,ALL,,,
Viagra (sexual enhancement/performance),Int'l - UK prohibits,UK,,,
Viagra 007,Prohibited Supplement Products,ALL,,,
Vialipro,Sexual Enhancement Products - prohibited,ALL,,,
Viaplus Gold,Sexual Enhancement Products - prohibited,ALL,,,
Viapro,Sexual Enhancement Products - prohibited,ALL,,,
Viapro (sexual enhancement/performance),Int'l - UK prohibits,UK,,,
ViaXtreme,Sexual Enhancement Products - prohibited,ALL,,,
Vibrio,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vibrio cholerae,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vibriosis,CDC Diseases - analyze to see if this is a claim,ALL,,,
Viburnum prunifolium,Int'l - Ireland prohibits,UK,,,
Vicerex,Sexual Enhancement Products - prohibited,ALL,,,
Vierect,Sexual Enhancement Products - prohibited,ALL,,,
Vigamox,Prescription Antibiotics cannot be sold,ALL,,,
Vigor 800,Sexual Enhancement Products - prohibited,ALL,,,
Vigor Tea Sachets,Sexual Enhancement Products - prohibited,ALL,,,
Vigor-25,Sexual Enhancement Products - prohibited,ALL,,,
Vigour 300,Prohibited Supplement Products,ALL,,,
Vigra,Prohibited Supplement Products,ALL,,,
VIM25,Sexual Enhancement Products - prohibited,ALL,,,
Vimax,Sexual Enhancement Products - prohibited,ALL,,,
Vimax (sexual enhancement/performance),Int'l - UK Restrictions - no internal dose; external use 1.3% or below.,UK,,,
Vinblastine sulfate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vinca major,Int'l - Ireland prohibits,UK,,,
Vinca minor,Int'l - Ireland prohibits,UK,,,
Vincamine,Int'l - UK prohibits,UK,,,
Vinclozolin,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vincristine sulfate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
vincristine-prednisone-nitrogen mustard-procarbazine,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vine Essence,Prohibited Supplement Products,ALL,,,
Vinopectine,Int'l - UK prohibits,UK,,,
Vinpocetine,Prohibited ingredient - not allowed to be sold on amazon,US,,,
Vinpocetine,Prescription Drugs & Ingredients,EU,,,
Vinyl bromide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vinyl chloride,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vinyl cyclohexene dioxide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vinyl cyclohexenedioxide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vinyl fluoride,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Vinyl trichloride,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
"Vinyl trichloride (1,1,2-Trichloroethane)","California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
VIP,Sexual Enhancement Products - prohibited - be careful of false positive,ALL,,,
ViraBalm,Unapproved Remedies for Sexually Transmitted Diseases,ALL,,,
Viral Hemorrhagic Fevers,CDC Diseases - analyze to see if this is a claim,ALL,,,
Viral Hepatitis,CDC Diseases - analyze to see if this is a claim,ALL,,,
Viral Meningitis,CDC Diseases - analyze to see if this is a claim,ALL,,,
Virect,Tainted Products,ALL,,,
Virgin Salmon Oil Gelcaps,Unapproved Remedies for Cancer,ALL,,,
Virgin's Bower,Int'l - Ireland prohibits,UK,,,
Viril-ity,Sexual Enhancement Products - prohibited,ALL,,,
Viril-Ity Power (VIP) Tabs,Sexual Enhancement Products - prohibited,ALL,,,
Virilis Pro,Sexual Enhancement Products - prohibited,ALL,,,
Virility Max,Sexual Enhancement Products - prohibited,ALL,,,
Virility VPRX,Sexual Enhancement Products - prohibited,ALL,,,
Virmax DS,Sexual Enhancement Products - prohibited,ALL,,,
Virola sebifera,Int'l Brazil - Prohibited Ingredient,BR,,,
Virus,"Please reword this to remove the term ""virus"" if this product is a VMS, cosmetic, natural health, or other product category likely to make disease claims. Over the counter drugs, medical devices, pesticides, and pesticide devices may be allowed to make this claim. Products treated with pesticides or products exempt from FIFRA may be able to make this claim. Normal consumer goods (bed sheets, socks, cutting boards) cannot make this claim without further exception. ",ALL,,,
Viruxo,Unapproved Remedies for Sexually Transmitted Diseases,ALL,,,
VISA,CDC Disease,ALL,,,
VISA/VRSA,CDC Disease,ALL,,,
Viscum album,Int'l - UK Restrictions - no internal dose; external use 1.3% or below.,UK,,,
